Geno ID,ADNI,AP,ARH,MDNI,MaxSur,MinSur,AvgSur,CropY
1.0,209.8445454545454,0.0,71.24727272727272,643.8181818181819,52.42727272727272,34.845454545454544,42.42454545454546,48.40909090909091
10.0,228.77513513513514,0.0035135135135135136,74.50621621621622,745.8918918918919,51.99999999999999,32.55135135135136,41.04297297297297,54.770270270270274
100.0,284.5038888888889,0.0011111111111111111,56.19388888888889,890.9444444444445,72.15555555555555,48.377777777777766,57.941666666666684,48.49444444444444
1000.0,244.3527777777778,0.0005555555555555556,78.54055555555556,853.3333333333334,74.51111111111112,53.58888888888888,62.76166666666667,51.083333333333336
1001.0,233.73529411764707,0.0,79.66411764705882,751.5882352941177,75.45294117647057,56.0235294117647,64.95529411764707,55.329411764705874
1002.0,240.74764705882356,0.0023529411764705885,75.8664705882353,804.7058823529412,75.35294117647058,53.35882352941177,62.8670588235294,44.09411764705882
1003.0,282.29615384615386,0.0,77.8123076923077,891.5384615384615,80.3153846153846,58.969230769230755,68.69076923076923,44.76153846153846
1004.0,298.79333333333335,0.005,77.58500000000001,918.0,71.15,52.93333333333334,61.89333333333334,37.61666666666667
1005.0,261.51529411764704,0.0005882352941176471,76.41764705882352,878.8823529411765,75.45294117647057,54.6,63.849411764705884,46.51176470588236
1006.0,206.462,0.022,82.768,853.8,71.28,56.86,62.446000000000005,48.980000000000004
1007.0,230.54375000000002,0.006875000000000001,71.336875,845.5,74.6,50.4375,60.580625,45.37500000000001
1008.0,235.480731707317,0.004390243902439024,75.38707317073172,855.3658536585366,73.90487804878046,52.36097560975609,61.724878048780496,51.18048780487804
1009.0,236.39800000000002,0.0064,71.85840000000002,889.48,73.776,50.84,60.76879999999999,42.17999999999999
101.0,284.5038888888889,0.0011111111111111111,56.19388888888889,890.9444444444445,72.15555555555557,48.37777777777777,57.94166666666667,43.98888888888889
1010.0,260.71333333333337,0.0,75.37222222222222,880.6666666666666,75.43333333333334,54.20000000000001,63.57444444444445,41.8
1011.0,220.9554285714286,0.0008571428571428571,81.36685714285713,761.0857142857143,68.90571428571427,50.03714285714285,58.27371428571427,49.98571428571428
